Date,Open,High,Low,Close,Volume
01/22/2020 00:12,317,317,317,317,270
01/22/2020 00:13,317,317,317,317,30
01/22/2020 00:15,317,317,317,317,0
01/22/2020 00:16,317,317.1,317,317.1,620
01/22/2020 00:17,317.1,317.1,317.1,317.1,369
01/22/2020 00:18,317.1,317.1,317.1,317.1,85
01/22/2020 00:19,317.1,317.1,317.1,317.1,0
01/22/2020 00:20,317.1,317.2,317.1,317.2,235
01/22/2020 00:22,317.2,317.2,317.2,317.2,50
01/22/2020 00:23,317.2,317.25,317.2,317.25,350
01/22/2020 00:24,317.25,317.3,317.22,317.3,1240
01/22/2020 00:25,317.3,317.3,317.27,317.27,1240
01/22/2020 00:26,317.27,317.27,317.27,317.27,10
01/22/2020 00:27,317.27,317.27,317.27,317.27,0
01/22/2020 00:28,317.27,317.27,317.27,317.27,50
01/22/2020 00:29,317.27,317.27,317.23,317.23,638
01/22/2020 00:30,317.24,317.24,317.24,317.24,100
01/22/2020 00:31,317.24,317.24,317.24,317.24,659
01/22/2020 00:33,317.24,317.24,317.24,317.24,1000
01/22/2020 00:34,317.24,317.24,317.15,317.15,667
01/22/2020 00:35,317.15,317.2,317.15,317.2,128
01/22/2020 00:36,317.2,317.2,317.2,317.2,10
01/22/2020 00:37,317.2,317.2,317.2,317.2,42
01/22/2020 00:38,317.2,317.2,317.15,317.2,666
01/22/2020 00:39,317.15,317.15,317.15,317.15,460
01/22/2020 00:40,317.15,317.15,317.15,317.15,0
01/22/2020 00:41,317.15,317.2,317.15,317.2,800
01/22/2020 00:42,317.2,317.3,317.2,317.3,3200
01/22/2020 00:43,317.3,317.33,317.3,317.3,1982
01/22/2020 00:44,317.36,317.36,317.3,317.3,1303
01/22/2020 00:45,317.3,317.3,317.3,317.3,130
01/22/2020 00:46,317.25,317.25,317.25,317.25,201
01/22/2020 00:47,317.25,317.4,317.25,317.35,588
01/22/2020 00:48,317.35,317.35,317.35,317.35,87
01/22/2020 00:49,317.3,317.3,317.25,317.25,1190
01/22/2020 00:50,317.25,317.25,317.25,317.25,0
01/22/2020 00:51,317.25,317.26,317.1,317.1,1364
01/22/2020 00:52,317.25,317.25,317.25,317.25,367
01/22/2020 00:53,317.25,317.25,317.1,317.1,102
01/22/2020 00:54,317.1,317.26,317.1,317.23,1261
01/22/2020 00:55,317.23,317.23,317.23,317.23,175
01/22/2020 00:56,317.23,317.23,317.1,317.1,206
01/22/2020 00:57,317.1,317.1,317.02,317.02,609
01/22/2020 00:58,317.05,317.05,317.05,317.05,723
01/22/2020 00:59,317.05,317.23,317.05,317.23,3194
